Class,Image1,Image2,Loss1,Loss2,Max Interpolated Loss,Abs_Loss_Diff
0,ILSVRC2012_val_00017995_n01440764.JPEG,ILSVRC2012_val_00001135_n02730930.JPEG,0.0412202440202236,0.0124648343771696,8.16813850402832,0.028755409643053995
0,ILSVRC2012_val_00030740_n01440764.JPEG,ILSVRC2012_val_00035183_n01855672.JPEG,0.0398333854973316,0.0035525562707334,4.276791572570801,0.0362808292265982
0,ILSVRC2012_val_00017995_n01440764.JPEG,ILSVRC2012_val_00032147_n03100240.JPEG,0.0412202440202236,0.0049302433617413,4.523090362548828,0.0362900006584823
0,ILSVRC2012_val_00017995_n01440764.JPEG,ILSVRC2012_val_00004806_n04476259.JPEG,0.0412202440202236,0.0027831175830215,7.535285949707031,0.038437126437202096
0,ILSVRC2012_val_00017700_n01440764.JPEG,ILSVRC2012_val_00032876_n03992509.JPEG,0.0684623122215271,0.001727637485601,6.722328186035156,0.0667346747359261
1,ILSVRC2012_val_00032675_n01443537.JPEG,ILSVRC2012_val_00037474_n02074367.JPEG,0.0198717936873435,0.0018341400427743,0.5872350335121155,0.0180376536445692
1,ILSVRC2012_val_00011914_n01443537.JPEG,ILSVRC2012_val_00039728_n04120489.JPEG,0.1401626914739608,0.0025377231650054,4.668355464935303,0.1376249683089554
1,ILSVRC2012_val_00038057_n01443537.JPEG,ILSVRC2012_val_00036633_n04423845.JPEG,1.2777113914489746,0.0025730379857122,5.368499755859375,1.2751383534632623
1,ILSVRC2012_val_00038057_n01443537.JPEG,ILSVRC2012_val_00018554_n02971356.JPEG,1.2777113914489746,0.0022099614143371,7.926142692565918,1.2755014300346375
1,ILSVRC2012_val_00038057_n01443537.JPEG,ILSVRC2012_val_00037545_n04591157.JPEG,1.2777113914489746,0.0018255725735798,4.57207727432251,1.2758858188753948
2,ILSVRC2012_val_00027514_n01484850.JPEG,ILSVRC2012_val_00020617_n04335435.JPEG,0.5379540920257568,0.0096379676833748,5.218112945556641,0.5283161243423821
2,ILSVRC2012_val_00044052_n01484850.JPEG,ILSVRC2012_val_00026339_n02077923.JPEG,2.0423407554626465,0.0017916593933477,5.012581825256348,2.0405490960692987
2,ILSVRC2012_val_00044052_n01484850.JPEG,ILSVRC2012_val_00024339_n07753113.JPEG,2.0423407554626465,0.0015305483248084,4.467134475708008,2.040810207137838
2,ILSVRC2012_val_00040098_n01484850.JPEG,ILSVRC2012_val_00003388_n02483362.JPEG,2.2534570693969727,0.0096108121797442,5.754318237304688,2.2438462572172284
2,ILSVRC2012_val_00015157_n01484850.JPEG,ILSVRC2012_val_00003266_n02877765.JPEG,4.427063465118408,0.0193887967616319,7.968621253967285,4.407674668356776
3,ILSVRC2012_val_00031243_n01491361.JPEG,ILSVRC2012_val_00008394_n03796401.JPEG,0.0891769677400589,0.0821354836225509,6.992931842803955,0.007041484117508004
3,ILSVRC2012_val_00036420_n01491361.JPEG,ILSVRC2012_val_00000010_n02328150.JPEG,0.0910240188241005,0.0035091983154416,5.927183151245117,0.0875148205086589
3,ILSVRC2012_val_00029568_n01491361.JPEG,ILSVRC2012_val_00041628_n04111531.JPEG,0.4294762015342712,0.0983051285147667,5.898883819580078,0.3311710730195045
3,ILSVRC2012_val_00025969_n01491361.JPEG,ILSVRC2012_val_00047872_n04023962.JPEG,0.5119196176528931,0.020528819411993,5.274259567260742,0.49139079824090004
